document_id;product_code;quantity;amount
282;11788;1;1397
283;7530;1;4000
283;10035;1;2000
284;13992;1;"1822,5"
285;9003;1;150
285;13992;1;"1822,5"
286;10035;1;60
286;14201;1;7875
287;7120;1;"990,5"
287;8515;1;200
288;13807;1;"3766,5"
289;8517;1;100
289;14135;1;"3523,5"
290;10710;1;8940
291;14246;1;30160
291;14786;1;15580
292;11888;1;8046
292;12047;1;45594
293;10035;1;80
293;14667;1;2645
294;10035;1;2100
294;10759;1;13243
295;8517;1;100
295;11726;1;1725
296;10035;1;200
296;10789;1;13090
297;11064;1;6440
297;14809;1;4715
298;7439;1;20000
298;8515;1;320
298;9003;1;180
298;10734;1;"8682,5"
299;10035;1;2400
299;13767;1;10894
300;13997;1;31050
301;8517;1;160
301;14373;1;2070
302;10035;1;2000
302;13575;1;7599
303;12751;1;12402
304;7548;1;4000
304;10035;1;60
305;7546;1;3200
305;10035;1;60
306;14822;1;15820
306;15030;1;5085
307;13951;1;2002
308;9003;1;180
308;11207;1;7550
309;7519;1;12800
309;10035;1;2100
310;10035;1;120
310;11097;1;37750
311;10687;1;126840
312;14685;1;109475
313;10035;1;50
313;14966;1;5390
314;14794;1;"26460,5"
315;10035;1;2000
315;10716;1;6258
316;7633;1;4800
316;10035;1;1760
317;14197;1;17010
318;10035;1;150
318;11794;1;996
319;8517;1;160
319;8571;1;720
319;10718;1;33220
319;14049;1;91355
320;10035;1;160
320;14000;1;5650
321;9003;1;150
321;14250;1;3850
322;10035;1;1700
322;14682;1;2235
323;13810;1;11300
324;14519;1;21850
325;10035;1;80
325;10759;1;14801
326;9003;1;240
326;14790;1;19630
327;8517;1;100
327;14653;1;"871,5"
328;11888;1;13744
328;14838;1;6786
329;7555;1;7950
329;8525;1;300
329;10035;1;2100
329;10759;1;7640
330;13783;1;9540
331;8517;1;160
331;14829;1;12430
332;10035;1;300
332;11701;1;5640
332;11804;1;12000
332;14650;1;3765
333;10604;1;344250
333;10697;1;150000
334;6569;1;12586
335;11796;1;14391
336;11768;1;1208
337;10604;1;33580
338;10690;1;"4152,5"
339;11796;1;68511
340;10584;1;24120
341;10035;1;2000
341;14298;1;4440
342;8517;1;100
342;14274;1;"5128,5"
343;14017;1;5920
344;8515;1;200
344;14274;1;10127
345;11788;1;2667
346;10035;1;2760
346;14828;1;15750
346;14915;1;18000
347;10035;1;150
347;14129;1;2988
348;8552;1;880
348;10591;1;57750
349;13857;1;36160
350;10035;1;2400
350;14017;1;3775
351;11656;1;12939
352;7602;1;37680
352;7632;1;15700
352;10035;1;1240
352;10645;1;186238
352;10716;1;74733
352;11461;1;36937
352;11600;1;112750
352;14000;1;5575
352;14487;1;45100
352;14821;1;12265
352;14884;1;213200
353;10035;1;160
353;10716;1;40230
353;11461;1;11622
353;13955;1;122720
353;14488;1;18774
354;7455;1;52800
354;7603;1;32800
354;7632;1;56000
354;10567;1;98933
354;10645;1;103607
354;10716;1;119796
354;12369;1;51516
354;14488;1;65262
355;7455;1;144800
355;7632;1;24000
355;12240;1;26245
355;14487;1;4240
355;14876;1;46810
356;7610;1;30400
356;13080;1;1120
357;11950;1;8294
358;5968;1;13744
359;10035;1;120
359;13713;1;35315
359;14041;1;13572
359;14893;1;104798
360;10771;1;26070
361;10035;1;80
361;10689;1;169128
361;10759;1;13243
361;10873;1;66156
361;11558;1;107280
361;12041;1;25670
361;12315;1;135888
361;13575;1;47382
361;13582;1;43806
361;13769;1;40230
361;13923;1;35760
361;14041;1;26486
361;14213;1;26820
361;14557;1;51852
361;14682;1;20562
361;14687;1;28044
361;14780;1;30396
362;10035;1;2000
362;12991;1;7400
363;10035;1;800
363;13572;1;169650
364;12958;1;116439
364;14214;1;33501
364;14898;1;341088
365;7229;1;3775
365;9323;1;92232
365;10035;1;2400
365;10610;1;109500
365;10791;1;8880
365;10840;1;25770
365;10845;1;33501
365;11154;1;54976
365;11256;1;60130
365;11315;1;134863
365;11558;1;81984
365;12257;1;10250
365;13828;1;48910
365;14281;1;71736
365;14416;1;71297
365;14687;1;71630
366;10035;1;160
366;11281;1;66352
366;11884;1;41232
366;14424;1;21112
366;14678;1;15375
367;10610;1;7400
367;10968;1;31820
367;11203;1;17342
367;12257;1;"10762,5"
367;12314;1;43809
367;13582;1;54976
367;13751;1;15080
367;14041;1;39962
367;14250;1;3775
367;14253;1;63336
367;14679;1;5278
367;14689;1;30340
367;14766;1;57304
367;14833;1;12950
368;10035;1;320
368;11869;1;3016
368;12257;1;10250
368;13823;1;6040
368;14679;1;10556
368;14833;1;12580
369;10968;1;64500
369;12034;1;69675
369;14689;1;45750
370;14039;1;146685
370;14072;1;18669
370;14554;1;152908
370;14766;1;121476
371;12257;1;2392
371;14124;1;3955
371;14421;1;45760
371;15103;1;6780
372;12432;1;33972
372;14092;1;26820
372;14186;1;21456
373;10561;1;118902
373;10772;1;75563
373;11256;1;228864
373;11315;1;278928
373;12327;1;51852
373;14112;1;130524
373;14165;1;144894
373;14424;1;82574
373;14669;1;6232
373;14689;1;15100
373;15044;1;193998
374;13850;1;68838
375;11281;1;184623
375;11834;1;92082
375;14112;1;8046
376;10035;1;7200
376;10845;1;11167
376;14895;1;31279
376;14896;1;28170
377;7359;1;2485
377;10035;1;120
378;10035;1;160
378;13802;1;19604
379;8517;1;160
379;13802;1;19604
380;10457;1;29378
381;13825;1;27675
382;7526;1;62805
382;7744;1;52470
382;8557;1;480
382;8572;1;480
383;10035;1;2000
383;14968;1;3000
384;10035;1;2000
384;14213;1;"12600,5"
385;10035;1;4000
385;12708;1;13410
385;14746;1;2235
386;7723;1;16400
386;10035;1;2080
387;14130;1;2160
388;10035;1;2320
388;12212;1;80011
389;7736;1;63600
389;10035;1;240
390;14643;1;8650
391;10035;1;2000
391;14568;1;9449
392;11853;1;9225
393;10035;1;60
393;13829;1;2960
394;14136;1;"62599,6"
395;10035;1;50
395;13995;1;2040
396;14810;1;1589
397;11673;1;2261
398;9003;1;300
398;10582;1;"2051,4"
398;10802;1;2367
399;10937;1;3700
400;10035;1;80
400;13955;1;6210
401;9003;1;240
401;13970;1;12750
402;10035;1;50
402;14656;1;726
403;10035;1;80
403;13955;1;6210
404;14129;1;1364
405;10035;1;2000
405;11101;1;3775
406;8517;1;100
406;14146;1;"2251,2"
407;8517;1;100
407;11723;1;4824
407;13027;1;2673
407;14197;1;8991
408;14810;1;1725
409;8515;1;320
409;14842;1;53751
410;13997;1;1380
411;9003;1;150
411;14966;1;5005
412;8517;1;160
412;10035;1;1700
412;10701;1;12285
413;8515;1;200
413;11724;1;3176
413;13027;1;"5467,5"
414;11096;1;"22924,5"
414;12404;1;56059
414;13963;1;21900
414;14092;1;26629
414;14246;1;7175
414;14914;1;8030
415;11047;1;18865
415;11715;1;2760
415;11788;1;8534
415;14643;1;15435
415;14654;1;4674
416;10804;1;23374
416;14421;1;6150
417;8572;1;480
417;14523;1;18492
418;10035;1;100
418;11064;1;"2156,5"
419;7671;1;7155
420;10035;1;2000
420;12407;1;"3910,5"
421;14529;1;7011
422;10035;1;50
422;11064;1;1035
423;10035;1;2400
423;13993;1;2673
423;14532;1;4530
423;14968;1;59645
424;11693;1;"622,5"
424;13806;1;"79582,5"
424;13990;1;1285
424;14647;1;2002
425;10035;1;200
425;11792;1;2490
426;10035;1;320
426;10555;1;"28312,5"
427;14519;1;321540
428;10035;1;50
428;10596;1;4530
429;10035;1;4400
429;10569;1;4524
429;14587;1;13572
430;10035;1;3000
430;10595;1;"4152,5"
430;13966;1;"830,5"
430;14831;1;"1420,2"
430;14907;1;1036
431;10035;1;9800
431;10610;1;370
431;11094;1;"78,9"
431;11327;1;4810
431;12122;1;"528,5"
431;12536;1;12885
431;13705;1;3436
431;13851;1;4440
431;14630;1;814
432;14019;1;3056
433;10035;1;1250
433;14121;1;"801,5"
433;14652;1;1612
434;14518;1;2300
435;10035;1;2260
435;13966;1;5005
435;14637;1;"11702,5"
436;10035;1;160
436;13793;1;"4152,5"
436;14508;1;11325
437;10035;1;100
437;13027;1;2430
438;10035;1;3000
438;11831;1;207840
439;10035;1;2000
439;10574;1;3775
440;8517;1;100
440;10596;1;5005
441;6213;1;2682
441;6401;1;3936
441;10035;1;18000
441;11349;1;2682
441;11553;1;9834
441;11889;1;1788
441;12295;1;3576
441;14308;1;8046
441;15033;1;1341
442;14812;1;4086
443;10035;1;1020
443;14124;1;"62997,5"
444;7541;1;92176
444;13080;1;840
445;10035;1;250
445;10592;1;17365
446;10035;1;2000
446;10840;1;7731
447;13898;1;7400
448;10035;1;2400
448;12344;1;34743
449;10035;1;2000
449;14109;1;"3216,5"
450;10035;1;720
450;14003;1;51830
451;8517;1;160
451;14120;1;6325
452;10035;1;2340
452;14904;1;73755
453;10035;1;520
453;10638;1;48320
453;11131;1;58135
454;10035;1;2340
454;14904;1;74500
455;10035;1;2400
455;14893;1;12963
456;10587;1;76650
457;7524;1;17283
458;7707;1;"31792,5"
459;10035;1;100
459;11603;1;10109
460;10035;1;120
460;14907;1;14800
461;10035;1;60
461;10640;1;6290
462;7717;1;"10597,5"
462;10035;1;100
463;10035;1;1250
463;10591;1;1359
464;10035;1;1780
464;10591;1;6120
464;14061;1;"2082,5"
465;7723;1;8745
465;10035;1;2080
466;7515;1;"1987,5"
466;10035;1;2000
467;10035;1;2400
467;12055;1;9000
468;10035;1;350
468;10599;1;22950
469;10035;1;2000
469;14568;1;10728
470;12906;1;"14160,5"
470;13951;1;"38882,5"
471;10035;1;560
471;14819;1;45715
472;8572;1;300
472;10035;1;360
472;11260;1;18120
472;12906;1;34410
472;14819;1;37910
473;8572;1;300
473;11260;1;18480
474;14139;1;22374
474;14810;1;8050
475;13951;1;"2038,5"
476;14809;1;"5381,5"
477;14665;1;7935
478;8517;1;100
478;14129;1;1845
479;10035;1;50
479;14129;1;861
480;14129;1;1860
481;14634;1;87400
482;14167;1;78526
483;9630;1;"10645,5"
483;10035;1;150
484;10035;1;1700
484;14061;1;3292
485;7573;1;46088
485;7604;1;30451
485;10035;1;2420
485;14833;1;1110
486;14797;1;952
487;14124;1;3122
487;14652;1;1599
488;7520;1;4938
488;7541;1;3292
488;10035;1;5100
488;10592;1;34270
488;13027;1;2520
489;7607;1;785
489;7677;1;4938
489;10035;1;10500
489;10574;1;5180
489;13927;1;3700
489;14435;1;2469
490;14645;1;47600
491;7705;1;95770
491;10035;1;5400
491;12949;1;8671
491;14061;1;4115
491;14907;1;3000
492;11817;1;18975
493;10035;1;120
493;14907;1;"12457,5"
494;10035;1;2000
494;10761;1;10906
494;12949;1;6232
495;8244;1;17600
495;10035;1;1780
495;14879;1;1341
496;14797;1;550
497;11817;1;23575
498;8517;1;100
498;13027;1;2430
498;14810;1;1610
499;8244;1;19200
499;10035;1;80
500;10035;1;140
500;10569;1;10906
500;10761;1;11685
501;10583;1;34960
501;13796;1;3600
502;14130;1;3360
503;10035;1;60
503;12257;1;15375
503;13812;1;4440
503;14907;1;8880
503;14913;1;26640
504;14648;1;16592
505;14798;1;27200
506;13962;1;181484
507;14962;1;31050
508;10725;1;72000
508;14274;1;25088
508;14275;1;126750
509;14798;1;25850
510;14130;1;104247
511;13807;1;14580
511;14813;1;3220
512;10739;1;28690
512;12257;1;5512
512;13829;1;"6417,5"
513;11723;1;"33555,2"
513;14130;1;"16402,5"
514;10739;1;4530
514;11005;1;12464
515;13958;1;17520
516;14648;1;5168
517;13958;1;17760
518;10035;1;450
518;10599;1;3465
518;14911;1;15100
519;10035;1;100
519;14953;1;"2065,5"
520;10035;1;320
520;10837;1;46620
521;10558;1;56210
521;10802;1;"631,2"
521;11987;1;20440
521;13793;1;1295433
522;10035;1;2400
522;10548;1;3700
522;10556;1;154030
522;10768;1;28782
522;11131;1;57720
522;11987;1;1270930
522;14188;1;80300
523;14196;1;2880
523;14794;1;700
524;13984;1;99280
525;10837;1;231410
526;11723;1;3845
527;7577;1;157410
527;7584;1;140715
527;11853;1;160425
527;11876;1;91680
527;14246;1;289800
528;13730;1;113724
528;14253;1;155664
529;11695;1;24402
530;10742;1;332416
530;14915;1;419435
531;7707;1;98400
532;14661;1;12375
533;14661;1;5625
534;10035;1;5100
534;11413;1;208780
534;14641;1;"56424,6"
534;14845;1;"208931,4"
535;10035;1;2000
535;11837;1;6872
536;7797;1;11775
536;10035;1;240
537;14527;1;3075
538;13956;1;14350
539;7649;1;5761
539;10035;1;2000
540;12248;1;850135
541;10035;1;1700
541;14824;1;1680
542;10035;1;1300
542;13809;1;3020
543;14129;1;5166
543;14653;1;7257
544;10847;1;"3910,5"
545;14815;1;833
546;8515;1;200
546;14795;1;2192
547;14651;1;9920
548;7515;1;3180
548;10035;1;2000
549;14124;1;29925
549;14671;1;8556
550;8552;1;880
550;10760;1;417576
550;13956;1;256470
551;10035;1;2300
551;13851;1;42280
552;11858;1;1665
553;14655;1;"6957,5"
554;14129;1;"4606,5"
554;14196;1;2430
554;14653;1;7221
555;11418;1;412230
556;8515;1;320
556;8525;1;10000
556;10443;1;8140
556;10553;1;9048
556;10847;1;4295
556;11492;1;1838
556;12295;1;"3006,5"
556;14298;1;33300
556;14871;1;4295
557;9003;1;240
557;10841;1;15100
558;11751;1;49680
559;14519;1;1150
560;7515;1;3200
561;11858;1;1443
562;9569;1;2560
562;10841;1;123065
563;8548;1;6750
564;8548;1;6750
565;8548;1;6750
566;11746;1;"8305,2"
567;11817;1;56750
568;7434;1;161308
568;7616;1;40820
568;14246;1;35875
568;14504;1;9060
569;10485;1;82708
569;10609;1;94395
569;10613;1;158800
569;10807;1;245346
569;14792;1;28990
569;14881;1;83629
570;10035;1;700
570;11853;1;31050
570;13809;1;43605
570;15029;1;1638
571;7546;1;28800
571;10035;1;360
572;7546;1;237600
572;11853;1;339040
572;14591;1;160160
572;14819;1;328830
572;14958;1;316160
573;10035;1;300
573;13823;1;17710
574;7546;1;76000
574;11853;1;105040
574;12250;1;4160
574;13823;1;100100
574;14402;1;310088
574;14488;1;47382
574;15104;1;6240
575;11745;1;"15464,4"
576;10035;1;2400
576;10780;1;4095
576;12053;1;5550
577;6256;1;6000
577;10035;1;4920
577;10549;1;7500
578;11794;1;27528
579;10035;1;50
579;13950;1;1452
579;14651;1;620
580;6256;1;3020
580;10035;1;2400
581;10035;1;2400
581;10780;1;5486
582;10035;1;2000
582;11101;1;3895
583;10035;1;2400
583;12327;1;10728
584;14648;1;1375
585;11792;1;"11827,5"
586;14639;1;20218
587;8515;1;320
587;10613;1;24120
587;14107;1;13500
587;14505;1;13125
587;14520;1;2250
588;11047;1;5363
589;13993;1;1215
590;14913;1;1235400
591;7598;1;25513
592;14057;1;132678
593;7522;1;64974
594;14833;1;66000
595;10573;1;24915
596;7625;1;9600
596;10711;1;30396
597;14816;1;3859
598;7474;1;46110
598;10035;1;4000
598;10690;1;8305
598;14143;1;9225
599;10035;1;50
599;11746;1;"964,8"
599;14816;1;4025
600;9003;1;180
600;10035;1;1750
600;11207;1;"1887,5"
600;13827;1;1540
600;14908;1;7550
601;10035;1;2000
601;14188;1;3020
